words,sentiment_coeff
i,1.0553681341803955
polecam,1.0916809297264314
!,1.024373177553974
w,-0.9453994852174997
bardzo,1.0636237867959655
z,0.9532092319267385
szybka,1.0544750330683619
szybko,0.9804426611943364
sklep,1.0156486419688031
na,-1.0057317501008267
obsluga,1.0579864984920913
nie,-1.042789556224453
wszystko,0.9546705386353559
zamowienia,0.9169911332466301
sprawnie,1.0051782344995368
super,1.0496662241636652
jestem,0.9645743848831757
realizacja,1.0263882570201472
wysylka,1.0023545615063585
dostawa,1.0005904432372568
to,-1.0106864857660944
do,-0.9940597888803073
towar,-0.958917897669715
zadowolona,0.968044960398986
zakupy,0.9692753761255712
przesylka,0.9246328252522337
jest,-0.9730477156962187
jak,-0.9652721703756952
ze,-1.0532377177034613
opisem,0.9879413001420637
sie,-0.99721755932477
a,-1.0350082412157449
zawsze,0.9653870724806044
blyskawiczna,1.0294933951184535
ok,-1.0016689809152899
ceny,0.9705486241274844
towar_zgodny,1.0070895495380283
juz,-0.9740697731117273
goraco,1.0994021319869647
ale,-1.0690426717827135
mila,1.0063139780462818
profesjonalna,1.0886278085873002
dobry,1.0551983001935794
tym_sklepie,0.9522118111154934
sprawna,1.051471772546471
o,-0.9772529328957367
zamowieniem,0.9503402937126963
za,-0.9998882229737805
duzy_wybor,1.060466628785911
zamowienie,-0.9642647553163335
dobry_kontakt,1.0237208065360164
dobra,1.0303203231755755
porzadku,0.94833360805534
godny_polecenia,1.071697198242538
produkt,-0.98198623955961
profesjonalnie,1.057818357217289
sklepu,-0.9506737998646442
co,-0.9953528051539378
transakcja,0.9796715032493285
wszystkim,1.0444013931324299
produktow,1.005831781192723
sklepie,-0.928097188628507
ten,0.965868420297362
transakcja_przebiegla,0.9795627652293037
zgodnie,0.9348172636155503
zakupow,0.968942937972184
zadowolony,0.9619564050468615
tak,-1.0098738029221974
klienta,0.9724373942355925
kontakt,0.9705237559623949
produkty,0.9586133859223945
ekspresowa,1.0236186469367883
tylko,-1.0271266678615438
buty,-0.9434092410572787
dobre_ceny,1.031720827674572
100,1.02333337257961
na_pewno,0.9525142432436936
bylo,-1.0289992586939192
towaru,-0.966947695518297
serdecznie,1.0879575866516504
po,-1.0265214885060268
sa,0.9407722552863996
realizacji,-0.9151972492371503
jak_zwykle,1.0032376312573226
tanio,1.009398473024048
bezproblemowo,1.004499273296539
oraz,1.0452311057891903
jeszcze,-0.9523943730119109
zgodny,0.9682992193589186
od,-0.9877485159575312
jak_najbardziej,1.020406667722594
dziekuje,1.0046361302116766
zakup,0.9323807854985207
ma,-0.9950389413214666
zakupu,0.9428984004755889
bez_problemow,0.9737613389003272
przesylki,-0.9463023028927158
mnie,-0.9858742996717029
byl,-1.0041064186779527
odbioru,-0.9556884402720626
bo,-1.056265403143249
obslugi,0.9632488789320125
rewelacja,0.994339536680952
czas,-0.9398600878461305
kupuje,0.9486666668658211
apteka,0.9582153152201981
raz,-0.9245202740727124
dobrze,-0.9588770775942564
pozdrawiam,1.0233024710554148
konkurencyjne_ceny,1.0380426491227694
zgodne,0.9658065627914284
pomyslnie,0.9797153754915402
bez_zarzutu,0.9849545622143674
zdecydowanie,1.0463734347765876
niskie_ceny,1.023349332047755
problemow,0.9403929227376399
pelen_profesjonalizm,1.0914164945734863
tego,-1.022970294019947
bez_zastrzezen,1.009022018284503
jak_najlepszym,0.980069259498949
po_raz,0.928677175917578
naprawde,1.0145504158624152
byla,-1.0080469047654401
swietny,1.0523402759732892
cena,0.9387712954788238
tym,-1.0080844096119903
blyskawicznie,0.9337037459544448
plus,0.9439566908736299
bez,-1.0027108842861805
nawet,-1.0078478445124257
ksiazki,-0.917495612055819
tu,0.9275110553964722
szczerze,1.056503815433328
dostawy,-0.9483487837454683
solidnie,1.023499038142384
atrakcyjne_ceny,1.0393551935210663
fachowa,1.0702754098674536
wszystko_przebieglo,0.9495033645349952
produktu,-0.9880681033901173
wiec,-1.0622779772868094
mi,-1.0398326330749879
kolejny,0.919728092166876
bezproblemowa,1.0560365866680275
rowniez,0.9517037343108237
poziomie,0.986973683542444
mam,-0.9862848839562757
odbior,-0.9585161317409295
bez_zadnych,0.9479185055874977
sklep_internetowy,1.0138359698387767
niestety,-1.0985492741350142
tez,-0.9845579899854672
jakosc,1.011262623986827
zamowien,0.9764038420688768
swietna,1.071470555942572
paczka,-0.9591601716156557
mozna,-0.9708563846489958
zrealizowane,-0.9332399191200251
stronie,-0.9798380817099192
byly,-0.9517202132203549
ja,-1.027089222484683
przez,-1.017262756040235
nigdy,-0.9142061337327327
dobrej_jakosci,1.0466825197410847
na_najwyzszym,0.990445412244363
otrzymalam,-0.986908755274765
niz,-0.9494226205006318
szybki,0.9901202058879432
jednak,-1.0882318347989497
bez_problemu,-0.9660328816195402
dobre,1.0021899566066261
ogolnie,-0.9788557079699853
kolejny_raz,0.9563036075226
przystepne_ceny,1.0673450594505633
uslug,0.9696625158405477
przesylke,-0.9967519502869776
tej_aptece,0.9408230419824186
pierwszy_raz,0.9161787287546358
domu,-0.9661936716258023
nastepnego_dnia,-0.9670279058955582
korzystam,0.955348291279513
na_biezaco,0.9163005520986528
dla_mnie,-0.9436935185659898
zastrzezen,0.9417744596161408
ze_sklepem,0.935184863899676
najlepszym_porzadku,1.0249707274690245
zamowiony,-0.962851711466781
klientem,0.9549836906270045
zamowilam,-0.9700026931708398
rewelacyjny,1.0431215922974104
dobrze_zapakowany,0.9648096018246141
zamowienie_zrealizowane,0.9449345099928015
przy,-0.9900528834658298
informacja,-0.970274800006838
szeroki_asortyment,1.0735810284119922
empik,0.9459366706241259
wysylki,-0.9438911267924688
lat,0.9451007996655146
dla,0.9746444753322256
maja,-0.977035081993093
nic,-1.0095068679552697
konkurencyjne,0.974762843704498
jakosci,0.9659574004846035
czy,-1.0452540602847868
kazdemu,1.0424561663991654
drugi_dzien,-0.9511318887367322
profesjonalny,1.0750470328000676
ktory,-1.044351171005093
morele_net,0.9468018992805224
dostarczony,-0.9440713749000361
mega,1.001484583169712
pozytywnie,0.9536386596918416
eobuwie,0.9646160858437609
swietne,1.0339619527928992
brak,-1.0072980380200907
szybkie,0.9961031207418459
tego_sklepu,0.9462542315810935
zamawiam,0.9004563575546263
ktore,-0.97899973192852
duzy,0.9410859197331218
sprzedawca,-0.9731324994672852
dobrej_cenie,1.0115419466001174
duzy_asortyment,1.0596738806043091
dobra_cena,1.030396750323415
transakcji,0.9569898908514046
swietny_kontakt,1.0445756107648747
milo,0.9953547871339583
stanie,-0.9643633359320837
zapakowany,0.9395392929923876
b,1.0233067067955297
pozytywna,0.9713932017612089
czas_realizacji,-0.9238077621090988
mimo,-1.0639592176209545
oczekiwania,-0.9473572520403754
zamowilem,-1.0117650126482498
ksiazek,0.9572424173937294
otrzymalem,-1.0330771111722732
dostalam,-1.0023292355977427
dobrze_zapakowane,0.9447081533280071
informacja_o,-0.9207546290204418
sprzet,-1.020654475190051
rewelacyjna,1.0439404265449947
zgodna,0.9791600223883069
najlepszy,0.9958759709434657
moje,-0.9639011182647592
oceniam,0.9426383564377329
tam,-0.9507710193483238
czasu,-0.9491704963255142
solidny,1.0521997707035626
zapakowane,0.9369339696997292
dziala,-0.9721463634737426
czystym_sumieniem,0.990113501473363
rzetelna,1.0573484978530259
zadnych_problemow,0.9249920999203364
oferta,1.0068590571837983
poniewaz,-1.0243537703720824
fajny,1.053353494537353
troche,-1.0263307637732655
wysokim_poziomie,1.0452696409876496
terminie,-0.9651881888268432
skorzystam,0.9550710233557754
razem,-0.9314475561906463
mialam,-0.9445210739010554
przesylka_dotarla,-0.9342496422110637
jeden,-0.9655387882291283
zamawialam,-0.9241901294419587
darmowa,0.923996338155525
przez_internet,0.9143235341526227
?,-1.0615878947500608
bedzie,-1.0340452461751577
trzeba,-1.0004409724260233
butow,-0.9389338375543007
dokladnie,-0.9662210067851356
oczywiscie,-1.0446596965634076
moze,-1.054706247005627
poza_tym,-1.0378734643126504
no,-0.9723707795231271
moge,-0.9579866520973525
nie_zawiodlam,0.9513942642540774
bede,0.9288091216325957
rzetelnie,1.038075454233183
profesjonalne_podejscie,1.042720374486991
polecenia,0.9908387548214328
dnia,-0.9935847862309355
dobra_jakosc,1.0744924649509155
przyjemnosc,0.984585865264129
wiecej,-0.9701760658496231
nim,0.9413877990674404
dni,-0.97649407365382
pierwszy,-0.924748034542129
morele,-0.9673101412882397
go,-1.046538984190248
obuwia,0.9789572168668031
ich,-1.0049104128204227
duzo,-0.9459924192744567
punkcie,-0.9511934461284498
szeroki_wybor,1.0607664654215079
takze,0.9475076626181171
dostalem,-1.0610811675771095
informacje,-0.9949697010005435
profesjonalizm,1.0282462532625205
problemu,-0.9566726529323998
expresowa,1.040012195588399
czesto,0.9469672153564985
towarow,1.0165764786742995
wybor,0.9920677628020071
tutaj,0.9358674680392193
zarowno,0.9741097209439761
dosc,-0.9556044633951397
dotarl,-0.9825038203819583
dobrze_zapakowana,0.948709421812829
poniedzialek,-0.9957265320638176
rewelacyjne,1.0271139158217344
empiku,0.9213266722183636
drugi,-0.9563741747815658
innym,-0.9368526106968882
tym_razem,-0.9779224874665419
za_kazdym,0.9056873429469505
2,-1.0380014361889496
u_mnie,-0.9452470724166514
przyjemnie,1.004630346537111
wygodne,0.9827178079402913
cos,-0.9961370408170105
idealnie,0.9829950038964007
ktora,-1.0430897857686434
ostatni,0.9221997396640925
szybkosc_realizacji,0.9644399309258477
promocje,0.9771354831983946
firma,-0.9829218815069566
zamowienie_zostalo,-0.9434429136116174
aptece,-0.9096830967039481
rzetelny,1.0534944230690844
odbior_osobisty,-0.9558228559809812
przebiegla,0.9458026234455078
mialem,-0.9803465022266719
mam_zadnych,0.931301777215853
czesci,-0.9743921917104639
paczki,-0.9845640491823234
choc,-1.0285242400439487
informacji,-0.9968438725592699
mam_zastrzezen,0.9259865854908532
jedynie,-1.0209059198996508
chyba,-1.0281525344658113
zwrot,-0.9728196659201387
kolejne_zakupy,0.9523732434121075
dzien,-0.9899420572836511
przy_odbiorze,-0.9746628528368113
po_prostu,-0.9874611721062022
asortyment,1.0086350067176528
internetowa,0.9818870004245686
ekspresowo,0.9485792168987668
jesli,-0.9805790462976003
mozliwosc_odbioru,0.9398043009922838
kolejne,-0.9477280376734416
lub,-1.0298875575629431
pelni,1.0199622418432723
informacje_o,-0.9223495632295077
kurier,-1.0154364407139884
piatek,-0.9958684944733672
bez_zarzutow,1.0129213295366832
dodatkowo,-0.9863289476774468
szybkosc,0.985487089490915
witam,0.9714188503564728
znajomym,0.9839248359137867
takie,-0.9777274429700828
ze_wzgledu,-0.9358869435149942
dostarczona,-0.9491748036958152
ostatnie,0.9173116009084293
kazdym_etapie,0.9468654440919221
taki,-0.9988177230299505
temat,-0.9419155715842028
doskonala,1.0649028488095855
latwo,0.9680691705994776
kolejny_zakup,0.9612357268568019
korzystne_ceny,1.0382202743171984
punkcie_odbioru,-0.9755645306685792
wszystkie,0.9413469899073755
kompetentna,1.0225995264062862
kupilam,-0.9454303312242832
mall_pl,-0.9434481713440939
oczekiwaniami,1.0215839936434592
opisie,-0.9800500763179887
by,-1.0474929536475763
kupilem,-0.9829202311389122
zamowione,-0.9479104115842666
paczke,-1.023551708030826
obuwie,0.9456639800683385
zapakowana,-0.9335896270206241
sposob,-0.9523979976161575
czasie,-0.9781210345504936
wczesniej,-1.026402292323999
oferty,0.9718207656531207
empik_com,0.9363873534153689
osobistego,0.9386862822391259
zamowieniu,-0.9658548929490054
fachowo,1.0495921892009217
dostarczone,-0.9234606152315831
apteka_godna,0.9983817191780278
sklepie_internetowym,0.9362905421677677
od_kilku,0.9452097331066291
zdjecia,0.9682969091212791
3,-1.023606963019556
teraz,-1.006420834470036
obsluge,0.957623856376874
produkty_zgodne,0.999598031777779
kiedy,-1.0185709921410928
miejscu,-0.9940400155678052
ponownie,-0.9563583165235042
we_wtorek,-0.9748887381389907
gdy,-1.0359614964520418
czego,-0.9601154130771891
dalej,-0.9655430732616663
wygodnie,0.9822950218844684
2_dni,-1.0002126824913427
przyjemnoscia,1.0045146454068132
uslugi,0.9746625163719016
sama,-0.9507079206073232
lubie,0.9769569690974932
tej,-0.9934414454529641
kuriera,-1.0481326994743152
atrakcyjne,0.9819028173050743
d,0.9723483985412253
czyli,-1.053548270475489
szybki_czas,0.995566614068237
szkoda_ze,-0.9866893485327805
sprawny,0.9529690860627487
5,-1.0114310798095838
maila,-1.003470355895805
przystepne,1.0063537757607226
pozytyw,0.9819026164368843
do_punktu,-0.9666630318539566
udane_zakupy,1.027452067099695
realizowane,0.9195339096939228
robie_zakupy,0.9501645867070311
przede_wszystkim,1.0330369877796672
dobrze_zabezpieczony,0.9754191258633216
asortymentu,1.0170697874122927
sobie,-1.0070867764555844
jego,-0.9581612747472917
dopiero,-1.0628080535269102
soczewki,-0.9169406761444645
okazalo_sie,-1.1025186065739432
dobrze_zabezpieczona,0.9736431550042629
zeby,-1.0628934688185236
dobrych_cenach,1.0351819984152237
byc,-1.0229592899719735
moge_polecic,0.9597655439837556
sam,-0.9936625736512702
nie_zawiodlem,0.9607962307669171
porownaniu,0.9436458196075889
cenie,0.9356251660550464
internetowych,0.9415863552414514
bezproblemowy,0.974067998730077
wroce,0.9645004238816932
przyszlosci,0.9524202237639259
bez_najmniejszych,0.9616521505986183
wysokiej_jakosci,1.0766502137797007
chociaz,-1.0544544215161558
agd,0.9533572677686808
dotarla,-0.9775719373099615
mily_kontakt,1.0556722889591288
gdzie,-1.013919555175839
pani,-1.05449590362951
1,-1.0457155244201988
natychmiastowa,0.9651358849447617
tej_pory,-0.941548720503903
rzeczy,-0.9542337193740463
apteki,-0.9586963340425355
leki,-0.9219696252445352
korzystalam,0.9376373990204252
rewelacyjnie,0.988685154268641
klientow,-0.9614620853662769
gdyz,-1.0210546396502205
dostawe,-0.9883265334711139
dlatego,-0.9870185614243586
apteke,0.9526599318000595
warto,0.9614658817211413
eobuwie_pl,0.9650385680113827
aby,-1.022202036919965
bogaty_asortyment,1.0925919920297964
pomocna,0.9888530050508298
np,-1.0311564301257579
latwy,1.0256288434635201
aptece_gemini,0.9589104331930439
wiele,0.94868875671753
solidna,1.0584431546021928
10,-0.9898749909530068
co_najwazniejsze,1.0386161901470252
bylam,-0.9153983193487311
jej,-1.033480614022621
razie,-0.9587072123871397
zwrotu,-0.9703368498145876
bogata_oferta,1.0977890531644419
dobra_komunikacja,1.0102680022352042
godny_zaufania,1.0414302587050575
e_obuwie,0.9822377902773458
terminowo,0.9960510747734684
pewnie,-0.9968725473999979
rynku,0.9653070599117992
ogromny_wybor,1.0525526310700237
ktorym,-0.9803656438447332
od_lat,0.9748756448342946
nic_dodac,0.9884259642552685
odpowiedz,-1.0111222133313413
jak_nalezy,0.9771460519105826
wzgledem,0.9784272436409799
doskonaly_kontakt,1.036356264454926
te,-1.0109439949196781
nic_ujac,0.9866706320322115
moje_kolejne,0.950230748415259
zalatwione,0.9574741053847093
ze_sprzedajacym,1.0103069369532727
opakowanie,-0.9907057749822695
moj_pierwszy,0.9299671377338702
zrealizowana,-0.9442845946447169
realizacje,-0.9519243608752672
zamawialem,-0.9750190351225233
kupowalem,-0.9425548638130009
kupowac,0.9477975436288832
gratis,-0.9820818006465712
swietnie,0.988136504594839
sfd,0.9790576998737189
wiem,-0.992036814810059
powinno_byc,-0.9766378114191847
polecic,0.9530602482054447
lekow,0.952686655782143
u_nich,-0.9494648376931647
pomimo,-1.0327254364554546
to_czysta,0.9918695860411263
czasem,-0.946171909776342
wszystko_odbylo,-0.9315660468299085
gdyby,-1.0175255939027135
miare,0.9569395741710625
problem,-1.0323263519793353
udane,0.9696195451552341
moj_kolejny,0.9508077305794307
u,-0.949752340755128
na_zdjeciu,-0.9519163372784535
mojego,-0.979176620334201
konkretnie,1.0205616544854927
fajne,1.0061889382824467
jedyny_minus,-0.9680165303779161
